#PROG: Sep 19 2016, 10:15:58
#RTC: 2016/9/19-10:15:27,
#StatsDelayMs=10000,EdiskDelayMs=1500000,NClickTimes=5,LedsThresh=[30,70,150,350,800,]
#StatsETA=4146,EdiskETA=1494146,isRec=1,clicks=0,maxCPM=0,EDISK_nextIx=301,
#  clickTimes=[5854,5854,5854,5854,5854,]
clicks,maxCPM
1474324810,11,262
1474324820,3,48
1474324830,4,40
1474324840,5,48
1474324850,5,40
1474324860,2,23
1474324870,2,19
1474324880,5,34
1474324890,4,44
1474324900,4,41
1474324910,6,41
1474324920,2,30
1474324930,3,25
1474324940,7,98
1474324950,6,55
1474324960,7,83
1474324970,6,71
1474324980,8,185
1474324990,7,121
1474325000,7,75
1474325010,11,170
1474325020,4,93
1474325030,6,79
1474325040,3,31
1474325050,6,68
1474325060,6,173
1474325070,3,27
1474325080,5,63
1474325090,4,30
1474325100,2,26
1474325110,6,121
1474325120,5,36
1474325130,2,48
1474325140,6,41
1474325150,8,125
1474325160,4,57
#Long loop: REC=1
1474325170,4,46
1474325180,7,91
1474325190,9,168
1474325200,7,76
1474325210,8,128
1474325220,4,63
1474325230,10,122
1474325240,6,127
1474325250,5,84
1474325260,7,79
1474325270,1,55
1474325280,5,71
1474325290,5,45
1474325300,4,60
1474325310,7,56
1474325320,6,110
1474325330,6,88
1474325340,4,38
1474325350,5,35
1474325360,7,162
1474325370,4,45
1474325380,6,49
1474325390,6,119
1474325400,6,75
1474325410,9,106
1474325420,3,48
1474325430,4,28
1474325440,4,43
1474325450,5,51
1474325460,4,38
1474325470,4,39
1474325480,5,47
1474325490,4,30
1474325500,5,44
1474325510,4,35
1474325520,7,131
1474325530,3,52
1474325540,5,48
1474325550,6,67
1474325560,10,190
1474325570,3,52
1474325580,5,50
1474325590,6,49
1474325600,3,94
1474325610,4,24
1474325620,4,36
1474325630,5,56
1474325640,1,18
1474325650,3,18
1474325660,6,78
1474325670,4,43
1474325680,3,28
1474325690,5,34
1474325700,5,55
1474325710,3,23
1474325720,4,34
1474325730,2,33
1474325740,5,34
1474325750,3,35
1474325760,5,55
1474325770,4,49
1474325780,5,85
1474325790,4,26
1474325800,2,42
1474325810,5,36
1474325820,4,39
1474325830,4,32
1474325840,1,22
1474325850,4,18
1474325861,10,178
1474325871,7,110
1474325881,7,61
1474325891,6,73
1474325901,7,94
1474325911,4,39
1474325921,4,63
1474325931,6,63
1474325941,4,56
1474325951,5,39
1474325961,3,35
1474325971,2,16
1474325981,9,124
1474325991,5,62
1474326001,2,32
1474326011,5,40
1474326021,8,93
1474326031,8,112
1474326041,5,76
1474326051,3,38
1474326061,3,26
1474326071,6,122
1474326081,3,21
1474326091,6,52
1474326101,5,55
1474326111,4,52
1474326121,6,149
1474326131,3,45
1474326141,7,232
1474326151,5,69
1474326161,5,58
1474326171,6,65
1474326181,7,61
1474326191,4,58
1474326201,3,37
1474326211,2,35
1474326221,6,38
1474326231,3,71
1474326241,3,24
1474326251,5,35
1474326261,5,62
1474326271,5,41
1474326281,3,37
1474326291,4,30
1474326301,9,225
1474326311,10,141
1474326321,4,36
1474326331,9,272
1474326341,11,104
1474326351,6,66
1474326361,4,62
1474326371,5,46
1474326381,2,55
1474326391,3,23
1474326401,3,25
1474326411,3,19
1474326421,4,57
1474326431,6,44
1474326441,3,26
1474326451,6,63
1474326461,9,129
1474326471,6,68
1474326481,9,202
1474326491,1,62
1474326501,9,672
1474326511,2,39
1474326521,12,130
1474326531,7,154
1474326541,4,27
1474326551,5,68
1474326561,3,54
1474326571,4,29
1474326581,4,39
1474326591,5,55
1474326601,6,57
1474326611,4,51
1474326621,6,45
1474326631,4,43
1474326641,12,147
1474326651,6,93
1474326661,3,23
#Long loop: REC=1
1474326671,5,115
1474326681,5,61
1474326691,7,88
1474326701,5,61
1474326711,3,33
1474326721,2,19
1474326731,4,35
1474326741,3,22
1474326751,2,21
1474326761,4,69
1474326771,3,21
1474326781,7,74
1474326791,2,42
1474326801,4,20
1474326811,3,30
1474326821,4,29
1474326831,4,61
1474326841,5,77
1474326851,6,100
1474326861,3,18
1474326871,4,49
1474326881,7,88
1474326891,3,59
1474326902,5,43
1474326912,4,34
1474326922,1,15
1474326932,3,21
1474326942,1,23
1474326952,6,58
1474326962,8,175
1474326972,5,95
1474326982,3,38
1474326992,5,67
1474327002,4,26
1474327012,5,47
1474327022,4,47
1474327032,4,34
1474327042,3,37
1474327052,6,77
1474327062,3,39
1474327072,2,20
1474327082,4,41
1474327092,3,30
1474327102,2,19
1474327112,3,22
1474327122,4,29
1474327132,4,46
1474327142,4,37
1474327152,1,18
1474327162,5,76
1474327172,4,31
1474327182,7,67
1474327192,6,56
1474327202,5,58
1474327212,5,47
1474327222,5,100
1474327232,3,21
1474327242,8,195
1474327252,3,55
1474327262,2,23
1474327272,3,15
1474327282,5,58
1474327292,1,17
1474327302,7,183
1474327312,2,59
1474327322,4,19
1474327332,4,45
1474327342,5,40
1474327352,10,142
1474327362,4,62
1474327372,4,25
1474327382,8,85
1474327392,7,76
1474327402,5,59
1474327412,6,55
1474327422,4,42
1474327432,8,62
1474327442,10,142
1474327452,3,69
1474327462,7,143
1474327472,2,39
1474327482,2,27
1474327492,3,21
1474327502,5,57
1474327512,11,120
1474327522,5,65
1474327532,3,40
1474327542,5,43
1474327552,7,65
1474327562,3,66
1474327572,3,26
1474327582,5,88
1474327592,5,55
1474327602,6,69
1474327612,8,117
1474327622,7,78
1474327632,4,47
1474327642,6,75
1474327652,6,55
1474327662,5,69
1474327672,8,70
1474327682,8,89
1474327692,8,96
1474327702,8,106
1474327712,4,84
1474327722,6,50
1474327732,6,65
1474327742,4,47
1474327752,5,52
1474327762,3,30
1474327772,9,90
1474327782,9,114
1474327792,4,62
1474327802,10,165
1474327812,9,117
1474327822,3,28
1474327832,5,85
1474327842,7,72
1474327852,1,33
1474327862,3,25
1474327872,6,43
1474327882,6,110
1474327892,4,33
1474327902,7,61
1474327912,4,47
1474327922,7,94
1474327932,3,33
1474327942,6,65
1474327953,6,62
1474327963,6,56
1474327973,6,153
1474327983,3,30
1474327993,6,118
1474328003,5,42
1474328013,4,41
1474328023,5,45
1474328033,8,106
1474328043,9,98
1474328053,2,47
1474328063,4,29
1474328073,12,105
1474328083,4,61
1474328093,6,48
1474328103,3,43
1474328113,5,125
1474328123,4,29
1474328133,7,90
1474328143,1,21
1474328153,9,148
1474328163,6,150
#Long loop: REC=1
1474328173,5,59
1474328183,9,120
1474328193,7,82
1474328203,4,44
1474328213,6,75
1474328223,7,96
1474328233,7,80
1474328243,8,127
1474328253,8,79
1474328263,5,59
1474328273,1,32
1474328283,6,55
1474328293,8,63
1474328303,7,82
1474328313,3,38
1474328323,4,44
1474328333,10,74
1474328343,5,90
1474328353,4,33
1474328363,1,30
1474328373,7,110
1474328383,4,70
1474328393,2,28
1474328403,8,90
1474328413,9,85
1474328423,5,78
1474328433,5,42
1474328443,7,73
1474328453,1,20
1474328463,2,22
1474328473,11,164
1474328483,6,77
1474328493,7,85
1474328503,2,29
1474328513,1,20
1474328523,6,61
1474328533,5,39
1474328543,8,87
1474328553,13,194
1474328563,9,91
1474328573,4,85
1474328583,4,29
1474328593,8,93
1474328603,3,59
1474328613,6,49
1474328623,6,57
1474328633,0,0
1474328643,8,88
1474328653,5,61
1474328663,3,35
1474328673,2,17
1474328683,5,39
1474328693,7,97
1474328703,4,52
1474328713,5,58
1474328723,9,103
1474328733,5,53
1474328743,5,109
1474328753,7,108
1474328763,6,92
1474328773,4,44
1474328783,6,88
1474328793,2,22
1474328803,6,47
1474328813,3,68
1474328823,5,47
1474328833,5,66
1474328843,8,133
1474328853,5,60
1474328863,5,45
1474328873,2,53
1474328883,7,159
1474328893,7,62
1474328903,4,82
1474328913,6,46
1474328923,8,120
1474328933,4,62
1474328943,5,88
1474328953,10,86
1474328963,4,76
1474328974,4,47
1474328984,3,23
1474328994,6,58
1474329004,7,88
1474329014,9,101
1474329024,9,151
1474329034,4,57
1474329044,6,86
1474329054,6,127
1474329064,2,29
1474329074,5,33
1474329084,5,46
1474329094,8,91
1474329104,9,140
1474329114,7,62
1474329124,7,141
1474329134,10,221
1474329144,6,59
1474329154,4,68
1474329164,5,61
1474329174,5,91
1474329184,8,101
1474329194,5,90
1474329204,9,69
1474329214,5,137
1474329224,4,41
1474329234,10,129
1474329244,8,332
1474329254,2,45
1474329264,3,20
1474329274,8,305
1474329284,7,74
1474329294,5,79
1474329304,4,47
1474329314,3,62
1474329324,4,29
1474329334,8,74
1474329344,3,62
1474329354,4,30
1474329364,5,48
1474329374,8,75
1474329384,4,36
1474329394,3,54
1474329404,6,50
1474329414,5,64
1474329424,4,41
1474329434,6,42
1474329444,1,23
1474329454,7,68
1474329464,2,40
1474329474,10,154
1474329484,9,88
1474329494,5,227
1474329504,8,195
1474329514,4,35
1474329524,3,24
1474329534,5,66
1474329544,6,47
1474329554,4,43
1474329564,7,121
1474329574,6,84
1474329584,5,60
1474329594,5,66
1474329604,7,77
1474329614,3,34
1474329624,3,42
1474329634,5,62
1474329644,5,43
1474329654,3,35
1474329664,8,102
#Long loop: REC=1
1474329674,2,28
1474329684,3,28
1474329694,9,89
1474329704,4,35
1474329714,3,45
1474329724,5,37
1474329734,7,93
1474329744,6,94
1474329754,3,28
1474329764,1,14
1474329774,4,34
1474329784,10,203
1474329794,8,233
1474329804,3,56
1474329814,2,26
1474329824,4,23
1474329834,7,189
1474329844,5,46
1474329854,3,61
1474329864,2,24
1474329874,4,37
1474329884,4,25
1474329894,4,50
1474329904,11,110
1474329914,4,73
1474329924,3,28
1474329934,4,27
1474329944,3,39
1474329954,3,36
1474329964,6,43
1474329974,1,33
1474329985,3,18
1474329995,0,0
1474330005,7,81
1474330015,8,100
1474330025,4,53
1474330035,4,23
1474330045,8,92
1474330055,5,85
1474330065,5,53
1474330075,6,168
1474330085,6,54
1474330095,7,68
1474330105,9,99
1474330115,8,112
1474330125,6,65
1474330135,7,117
1474330145,6,103
1474330155,6,79
1474330165,8,84
1474330175,6,60
1474330185,4,52
1474330195,5,37
1474330205,6,51
1474330215,0,0
1474330225,4,13
1474330235,2,61
1474330245,10,280
1474330255,5,56
1474330265,6,119
1474330275,6,71
1474330285,7,80
1474330295,14,272
1474330305,4,104
1474330315,8,74
1474330325,6,66
1474330335,4,30
1474330345,10,115
1474330355,4,94
1474330365,1,18
1474330375,4,28
1474330385,3,32
1474330395,6,44
1474330405,6,51
1474330415,6,69
1474330425,3,30
1474330435,4,42
1474330445,5,33
1474330455,10,171
1474330465,7,93
1474330475,4,33
1474330485,5,77
1474330495,5,47
1474330505,2,19
1474330515,8,73
1474330525,3,37
1474330535,9,106
1474330545,7,90
1474330555,4,41
1474330565,6,70
1474330575,5,43
1474330585,6,63
1474330595,6,130
1474330605,4,32
1474330615,4,30
1474330625,5,112
1474330635,5,37
1474330645,11,137
1474330655,3,78
1474330665,3,25
1474330675,3,30
1474330685,7,138
1474330695,5,47
1474330705,3,30
1474330715,5,41
1474330725,5,55
1474330735,5,58
1474330745,4,30
1474330755,4,35
1474330765,7,65
1474330775,8,206
1474330785,1,37
1474330795,3,20
1474330805,5,45
1474330815,5,50
1474330825,3,30
1474330835,6,56
1474330845,6,85
1474330855,4,98
1474330865,3,19
1474330875,6,126
1474330885,7,57
1474330895,7,78
1474330905,5,42
1474330915,4,49
1474330925,4,31
1474330935,5,66
1474330945,2,40
1474330955,3,20
1474330965,3,30
1474330975,8,87
1474330985,1,46
1474330995,3,22
1474331006,8,99
1474331016,3,41
1474331026,3,26
1474331036,4,32
1474331046,5,51
1474331056,4,30
1474331066,8,102
1474331076,7,61
1474331086,3,48
1474331096,6,74
1474331106,6,89
1474331116,1,33
1474331126,3,26
1474331136,4,29
1474331146,5,40
1474331156,3,47
1474331166,5,46
#Long loop: REC=1
1474331176,2,38
1474331186,5,39
1474331196,5,79
1474331206,3,22
1474331216,5,44
1474331226,6,70
1474331236,7,93
1474331246,7,81
1474331256,4,46
1474331266,3,67
1474331276,6,61
1474331286,2,49
1474331296,4,24
1474331306,7,61
1474331316,7,96
1474331326,10,200
1474331336,6,376
1474331346,3,39
1474331356,5,44
1474331366,11,151
1474331376,2,55
1474331386,8,108
1474331396,2,34
1474331406,9,216
1474331416,5,61
1474331426,5,57
1474331436,9,92
1474331446,3,45
1474331456,3,24
1474331466,4,37
1474331476,3,36
1474331486,4,40
1474331496,1,20
1474331506,3,15
1474331516,5,41
1474331526,9,105
1474331536,4,74
1474331546,4,35
1474331556,7,77
1474331566,7,103
1474331576,6,67
1474331586,6,65
1474331596,6,62
1474331606,2,55
1474331616,4,35
1474331626,3,28
1474331636,7,92
1474331646,3,67
1474331656,2,24
1474331666,3,21
1474331676,7,77
1474331686,6,49
1474331696,9,95
1474331706,5,79
1474331716,10,116
1474331726,7,118
1474331736,5,65
1474331746,4,36
1474331756,6,57
1474331766,7,95
1474331776,3,58
1474331786,1,18
1474331796,3,16
1474331806,1,14
1474331816,5,34
1474331826,7,122
1474331836,8,131
1474331846,8,108
1474331856,2,67
1474331866,3,21
1474331876,8,103
1474331886,7,92
1474331896,6,86
1474331906,5,62
1474331916,4,27
1474331926,7,124
1474331936,2,39
1474331946,6,60
1474331956,3,61
1474331966,6,43
1474331976,4,63
1474331986,4,35
1474331996,5,58
1474332006,4,30
1474332016,3,36
1474332026,8,92
1474332037,4,88
1474332047,3,29
1474332057,5,58
1474332067,5,124
1474332077,4,45
1474332087,6,53
1474332097,4,50
1474332107,1,16
1474332117,3,17
1474332127,7,178
1474332137,7,75
1474332147,2,33
1474332157,4,27
1474332167,2,22
1474332177,9,88
1474332187,6,89
1474332197,4,42
1474332207,7,68
1474332217,8,173
1474332227,3,38
1474332237,2,21
1474332247,5,34
1474332257,3,41
1474332267,6,173
1474332277,4,111
1474332287,5,44
1474332297,8,169
1474332307,6,111
1474332317,4,59
1474332327,6,61
1474332337,3,27
1474332347,5,89
1474332357,4,31
1474332367,1,38
1474332377,4,18
1474332387,3,23
1474332397,2,45
1474332407,3,23
1474332417,5,47
1474332427,9,100
1474332437,6,103
1474332447,8,103
1474332457,4,50
1474332467,5,49
1474332477,4,25
1474332487,5,71
1474332497,6,129
1474332507,2,48
1474332517,1,18
1474332527,2,12
1474332537,4,24
1474332547,5,58
1474332557,5,47
1474332567,4,33
1474332577,5,38
1474332587,4,62
1474332597,4,35
1474332607,3,23
1474332617,6,44
1474332627,1,76
1474332637,6,85
1474332647,7,104
1474332657,2,33
1474332667,4,20
#Long loop: REC=1
1474332677,3,34
1474332687,2,30
1474332697,6,52
1474332707,2,31
1474332717,7,122
1474332727,1,31
1474332737,8,100
1474332747,6,62
1474332757,6,75
1474332767,9,192
1474332777,3,74
1474332787,5,49
1474332797,5,55
1474332807,5,54
1474332817,6,75
1474332827,3,24
1474332837,7,81
1474332847,5,49
1474332857,3,46
1474332867,2,18
1474332877,8,80
1474332887,5,54
1474332897,10,215
1474332907,3,42
1474332917,4,34
1474332927,4,37
1474332937,4,34
1474332947,4,29
1474332957,6,113
1474332967,6,91
1474332977,3,64
1474332987,8,74
1474332997,5,75
1474333007,2,42
1474333017,3,23
1474333027,6,63
1474333037,5,51
1474333047,1,21
1474333057,4,23
1474333068,5,50
1474333078,7,82
1474333088,9,92
1474333098,8,88
1474333108,5,59
1474333118,4,69
1474333128,7,57
1474333138,3,25
1474333148,4,57
1474333158,3,24
1474333168,6,70
1474333178,6,93
1474333188,2,35
1474333198,3,21
1474333208,5,48
1474333218,3,35
1474333228,4,28
1474333238,4,28
1474333248,7,81
1474333258,11,294
1474333268,6,77
1474333278,3,72
1474333288,7,71
1474333298,4,53
1474333308,4,32
1474333318,4,46
1474333328,6,95
1474333338,10,112
1474333348,6,81
1474333358,6,80
1474333368,2,30
1474333378,6,100
1474333388,3,27
1474333398,5,54
1474333408,4,32
1474333418,6,47
1474333428,3,39
1474333438,3,29
1474333448,8,79
1474333458,4,78
1474333468,3,26
1474333478,10,120
1474333488,11,127
1474333498,8,103
1474333508,6,59
1474333518,6,70
1474333528,7,62
1474333538,10,118
1474333548,7,318
1474333558,6,59
1474333568,3,47
1474333578,5,82
1474333588,7,54
1474333598,8,212
1474333608,7,60
1474333618,4,63
1474333628,10,118
1474333638,4,54
1474333648,3,49
1474333658,7,63
1474333668,7,95
1474333678,4,47
1474333688,6,59
1474333698,7,105
1474333708,4,41
1474333718,4,53
1474333728,8,72
1474333738,4,49
1474333748,2,21
1474333758,5,61
1474333768,4,29
1474333778,6,82
1474333788,4,70
1474333798,3,23
1474333808,5,40
1474333818,5,52
1474333828,3,41
1474333838,7,95
1474333848,10,116
1474333858,5,71
1474333868,2,28
1474333878,7,122
1474333888,4,58
1474333898,4,44
1474333908,3,22
1474333918,2,26
1474333928,3,17
1474333938,11,175
1474333948,3,59
1474333958,4,29
1474333968,5,50
1474333978,5,104
1474333988,4,109
1474333998,3,37
1474334008,5,34
1474334018,4,91
1474334028,3,28
1474334038,4,26
1474334048,5,40
1474334058,2,38
1474334068,2,22
1474334078,3,15
1474334088,7,219
1474334099,4,70
1474334109,7,86
1474334119,7,114
1474334129,4,50
1474334139,8,66
1474334149,8,160
1474334159,8,97
1474334169,4,48
#Long loop: REC=1
1474334179,2,21
1474334189,6,70
1474334199,3,35
1474334209,3,38
1474334219,5,215
1474334229,1,19
1474334239,1,13
1474334249,6,55
1474334259,8,97
1474334269,8,110
1474334279,5,53
1474334289,4,29
1474334299,5,87
1474334309,3,31
1474334319,8,129
1474334329,5,45
1474334339,6,85
1474334349,8,244
1474334359,6,93
1474334369,5,91
1474334379,6,88
1474334389,9,105
1474334399,2,47
1474334409,7,96
1474334419,5,43
1474334429,8,213
1474334439,5,45
1474334449,5,65
1474334459,8,100
1474334469,8,150
1474334479,5,51
1474334489,4,39
1474334499,4,29
1474334509,3,56
1474334519,5,43
1474334529,6,97
1474334539,5,41
1474334549,7,104
1474334559,5,73
1474334569,4,48
1474334579,6,56
1474334589,6,87
1474334599,1,29
1474334609,2,25
1474334619,5,37
1474334629,6,110
1474334639,4,83
1474334649,6,130
1474334659,4,34
1474334669,5,38
1474334679,6,81
1474334689,9,84
1474334699,7,130
1474334709,4,47
1474334719,3,31
1474334729,3,35
1474334739,7,121
1474334749,6,69
1474334759,2,56
1474334769,6,53
1474334779,6,81
1474334789,4,66
1474334799,3,41
1474334809,5,46
1474334819,6,62
1474334829,11,212
1474334839,6,68
1474334849,4,60
1474334859,3,24
1474334869,3,51
1474334879,5,44
1474334889,3,29
1474334899,6,55
1474334909,3,40
1474334919,4,33
1474334929,4,44
1474334939,3,18
1474334949,5,82
1474334959,3,31
1474334969,7,90
1474334979,2,50
1474334989,10,165
1474334999,5,67
1474335009,4,53
1474335019,8,79
1474335029,4,63
1474335039,4,35
1474335049,7,94
1474335059,3,54
1474335069,9,156
1474335079,3,46
1474335089,4,28
1474335099,4,33
1474335109,3,22
1474335120,3,31
1474335130,6,128
1474335140,3,29
1474335150,6,72
1474335160,0,0
1474335170,7,115
1474335180,1,24
1474335190,5,38
1474335200,10,153
1474335210,8,115
1474335220,3,54
1474335230,4,28
1474335240,4,45
1474335250,7,118
1474335260,5,60
1474335270,6,49
1474335280,5,38
1474335290,11,143
1474335300,7,110
1474335310,11,146
1474335320,5,70
1474335330,2,26
1474335340,5,45
1474335350,3,34
1474335360,5,64
1474335370,4,52
1474335380,6,53
1474335390,5,44
1474335400,3,43
1474335410,9,77
1474335420,4,82
1474335430,3,29
1474335440,2,25
1474335450,7,79
1474335460,8,242
1474335470,4,84
1474335480,2,25
1474335490,5,38
1474335500,6,111
1474335510,4,28
1474335520,4,58
1474335530,6,73
1474335540,5,44
1474335550,3,47
1474335560,5,72
1474335570,6,89
1474335580,8,66
1474335590,0,0
1474335600,5,37
1474335610,5,44
1474335620,6,67
1474335630,3,53
1474335640,2,17
1474335650,3,20
1474335660,6,195
1474335670,5,33
#Long loop: REC=1
1474335680,3,34
1474335690,3,26
1474335700,7,65
1474335710,4,79
1474335720,12,253
1474335730,10,406
1474335740,4,40
1474335750,6,55
1474335760,6,60
1474335770,13,155
1474335780,3,57
1474335790,5,35
1474335800,8,115
1474335810,1,33
1474335820,2,18
1474335830,7,127
1474335840,4,62
1474335850,2,25
1474335860,0,0
1474335870,2,11
1474335880,4,29
1474335890,4,28
1474335900,8,139
1474335910,2,40
1474335920,3,20
1474335930,3,22
1474335940,2,33
1474335950,8,89
1474335960,3,30
1474335970,3,28
1474335980,5,44
1474335990,3,27
1474336000,6,55
1474336010,3,35
1474336020,7,57
1474336030,5,56
1474336040,4,33
1474336050,7,66
1474336060,2,27
1474336070,7,59
1474336080,6,68
1474336090,4,43
1474336100,4,41
1474336110,4,22
1474336120,4,57
1474336130,0,0
1474336140,5,32
1474336150,3,51
1474336160,4,38
1474336171,3,49
1474336181,10,94
1474336191,2,56
1474336201,0,0
1474336211,7,81
1474336221,3,59
1474336231,3,41
1474336241,5,38
1474336251,3,29
1474336261,5,54
1474336271,7,57
1474336281,5,60
1474336291,2,72
1474336301,4,30
1474336311,6,59
1474336321,7,80
1474336331,5,57
1474336341,5,92
1474336351,5,87
1474336361,5,47
1474336371,6,93
1474336381,4,37
1474336391,5,44
1474336401,1,40
1474336411,7,71
1474336421,5,64
1474336431,5,88
1474336441,3,57
1474336451,7,95
1474336461,3,33
1474336471,6,52
1474336481,8,80
1474336491,12,195
1474336501,4,40
1474336511,5,51
1474336521,4,40
1474336531,5,36
1474336541,2,36
1474336551,3,25
1474336561,4,28
1474336571,6,76
1474336581,7,81
1474336591,3,48
1474336601,4,39
1474336611,1,27
1474336621,7,95
1474336631,6,96
1474336641,1,20
1474336651,4,34
1474336661,8,249
1474336671,6,199
1474336681,14,275
1474336691,6,97
1474336701,2,49
1474336711,6,76
1474336721,3,46
1474336731,3,31
1474336741,8,194
1474336751,7,116
1474336761,5,45
1474336771,5,51
1474336781,3,84
1474336791,5,33
1474336801,12,152
1474336811,5,45
1474336821,1,53
1474336831,4,15
1474336841,2,72
1474336851,5,43
1474336861,5,120
1474336871,5,56
1474336881,3,48
1474336891,5,62
1474336901,6,54
1474336911,6,146
1474336921,4,103
1474336931,10,148
1474336941,7,99
1474336951,3,72
1474336961,11,145
1474336971,8,109
1474336981,3,45
1474336991,6,55
1474337001,8,92
1474337011,9,125
1474337021,4,80
1474337031,5,48
1474337041,8,95
1474337051,8,104
1474337061,4,72
1474337071,5,42
1474337081,7,56
1474337091,8,152
1474337101,5,88
1474337111,8,171
1474337121,1,26
1474337131,5,33
1474337141,4,126
1474337151,7,66
1474337161,5,51
1474337171,2,98
#Long loop: REC=1
1474337181,5,69
1474337191,7,67
1474337202,6,139
1474337212,4,37
1474337222,7,38
1474337232,3,106
1474337242,5,34
1474337252,4,38
1474337262,6,46
1474337272,7,66
1474337566,4,50
1474337576,4,37
1474337586,9,156
1474337596,8,124
1474337606,3,47
1474337616,5,99
1474337626,6,83
1474337636,3,42
1474337647,9,125
1474337657,5,44
1474337667,5,41
1474337677,7,94
1474337687,4,34
1474337697,6,78
1474337707,7,75
1474337717,5,49
1474337727,2,40
1474337737,3,20
1474337747,7,85
1474337757,6,82
1474337767,7,158
1474337777,3,31
1474337787,7,62
1474337797,8,99
1474337807,3,107
1474337817,9,135
1474337827,6,88
1474337837,3,36
1474337847,9,71
1474337857,4,50
1474337867,2,26
1474337877,4,39
1474337887,1,17
1474337897,4,31
1474337907,3,58
1474337917,1,21
1474337927,6,51
1474337937,5,42
1474337947,2,31
1474337957,6,59
1474337967,5,60
1474337977,4,93
1474337987,1,24
1474337997,4,23
1474338007,4,27
1474338017,4,71
1474338027,5,74
1474338037,6,101
1474338047,7,101
1474338057,9,65
1474338067,5,58
1474338077,6,64
1474338087,2,28
1474338097,3,31
1474338107,8,125
1474338117,5,58
1474338127,2,47
1474338137,7,87
1474338147,4,49
1474338157,3,48
1474338167,6,52
1474338177,3,46
1474338187,8,133
1474338197,2,42
1474338207,5,38
1474338217,6,73
1474338227,8,124
1474338237,6,98
1474338247,7,85
1474338257,6,89
1474338267,6,51
1474338277,3,31
1474338287,4,76
1474338297,2,23
1474338307,6,48
1474338317,6,66
1474338327,5,45
1474338337,2,30
1474338347,4,19
1474338357,5,48
1474338367,5,52
1474338377,7,119
1474338387,3,37
1474338397,5,49
1474338407,4,57
1474338417,4,33
1474338427,2,27
1474338437,6,69
1474338447,4,36
1474338457,4,52
1474338467,11,174
1474338477,10,202
1474338487,10,369
1474338497,4,40
1474338507,8,214
1474338517,5,78
1474338527,7,125
1474338537,6,45
1474338547,3,61
1474338557,2,22
1474338567,6,59
1474338577,6,103
1474338587,6,63
1474338597,6,124
1474338607,4,33
1474338617,5,34
1474338627,6,86
1474338637,4,32
1474338647,4,43
1474338657,4,40
1474338667,3,23
1474338677,6,57
1474338687,5,62
1474338698,10,246
1474338708,4,39
1474338718,4,40
1474338728,4,59
1474338738,6,48
1474338748,2,48
1474338758,5,50
1474338768,5,64
1474338778,4,30
1474338788,4,44
1474338798,9,92
1474338808,4,46
1474338818,2,27
1474338828,10,109
1474338838,7,82
1474338848,2,146
1474338858,4,24
1474338868,7,64
1474338878,2,32
1474338888,7,75
1474338898,3,43
1474338908,5,41
1474338918,3,53
1474338928,9,69
1474338938,5,97
1474338948,9,98
1474338958,3,59
1474338968,9,247
1474338978,3,180
1474338988,6,55
1474338998,4,46
1474339008,6,57
1474339018,5,53
1474339028,5,45
1474339038,4,44
1474339048,8,136
#Long loop: REC=1
1474339058,4,77
1474339068,5,40
1474339078,5,47
1474339088,7,126
1474339098,5,57
1474339108,9,141
1474339118,4,52
1474339128,5,87
1474339138,3,56
1474339148,3,22
1474339158,5,40
1474339168,7,59
1474339178,5,43
1474339188,2,63
1474339198,9,110
1474339208,5,49
1474339218,4,40
1474339228,4,40
1474339238,7,76
1474339248,6,62
1474339258,7,64
1474339268,7,100
1474339278,9,199
1474339288,4,65
1474339298,6,104
1474339308,6,48
1474339318,7,66
1474339328,3,35
1474339338,7,103
1474339348,4,31
1474339358,4,45
1474339368,5,80
1474339378,4,39
1474339388,4,30
1474339398,3,37
1474339408,8,64
1474339418,4,54
1474339428,5,56
1474339438,5,48
1474339448,6,93
1474339458,6,66
1474339468,9,112
1474339478,1,48
1474339488,7,70
1474339498,7,118
1474339508,7,132
1474339518,5,43
1474339528,2,41
1474339538,4,23
1474339548,10,106
1474339558,3,43
1474339568,10,105
1474339578,4,72
1474339588,5,86
1474339598,8,190
1474339608,4,41
1474339618,1,24
1474339628,6,49
1474339638,4,40
1474339648,5,41
1474339658,4,33
1474339668,4,32
1474339678,3,25
1474339688,4,46
1474339698,9,197
1474339708,3,71
1474339718,4,24
1474339729,8,166
1474339739,8,95
1474339749,5,234
1474339759,5,109
1474339769,1,18
1474339779,5,44
1474339789,2,30
1474339799,4,23
1474339809,7,67
1474339819,4,32
1474339829,6,67
1474339839,3,34
1474339849,10,141
1474339859,7,94
1474339869,7,111
1474339879,4,43
1474339889,6,45
1474339899,3,67
1474339909,7,78
1474339919,2,36
1474339929,3,25
1474339939,8,64
1474339949,9,163
1474339959,7,67
1474339969,7,70
1474339979,4,40
1474339989,5,74
1474339999,3,22
1474340009,4,34
1474340019,4,43
1474340029,5,41
1474340039,4,49
1474340049,3,30
1474340059,8,58
1474340069,5,97
1474340079,5,91
1474340089,6,56
1474340099,5,70
1474340109,9,96
1474340119,5,73
1474340129,8,154
1474340139,4,40
1474340149,5,56
1474340159,6,75
1474340169,7,131
1474340179,6,76
1474340189,6,51
1474340199,5,88
1474340209,5,36
1474340219,3,27
1474340229,9,95
1474340239,6,65
1474340249,4,42
1474340259,6,79
1474340269,7,156
1474340279,3,44
1474340289,6,46
1474340299,4,51
1474340309,4,28
1474340319,3,37
